link,category,name,image,description,availability,mpn,sku,brand,price,condition,seller,full description
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/300GB-15000RPM/SEAGATE/ST3300657SS_175345.htm,Home/HARD DRIVES/SAS-6GBPS/300GB-15000RPM/ST3300657SS, Seagate Cheetah 15K.7 ST3300657SS 300GB 15000RPM SAS 6Gb/s 3.5&quot; HDD,http://www.serversuply.com//images/item/175345.jpg,SEAGATE ST3300657SS CHEETAH 300GB 15000RPM SAS-6GBITS 3.5INCH 1.0INCH 16MB BUFFER INTERNAL HARD DISK DRIVE. ,IN STOCK,ST3300657SS,175345,SEAGATE,54,Refurbished,Sever Supply,"Detail overview
Seagate Cheetah St3300657ss 300gb 15000rpm Sas-6gbits 3.5inch 1.0inch 16mb Buffer Internal Hard Disk Drive.

Key Features :
Interface : Sas-6bits
Enclosure : Internal
Spindle Speed : 15000 Rpm

Technical Features :
Data Transfer Rate : 600 Mbps
Average Seek Time : 3.4 Ms
Interface (detailed) : Serial Attached Scsi-2 (sas-2)

Dimensions :
Height : 2 Cm.
Width : 10.2 Cm.
Depth : 14.7 Cm.
Weight : 0.67 Kg.

Condition : Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/2TB-7200RPM/SEAGATE/ST2000NM0023_190463.htm,Home/HARD DRIVES/SAS-6GBPS/2TB-7200RPM/ST2000NM0023, Seagate Constellation ST2000NM0023 2TB 7.2K SAS 6Gb/S 3.5&quot; Oem HDD,http://www.serversuply.com//images/item/190463.jpg,SEAGATE ST2000NM0023 CONSTELLATION ES.3 2TB 7200 RPM SAS-6GBITS 128 MB BUFFER 3.5 INCH INTERNAL HARD DRIVE. DELL OEM. ,IN STOCK,ST2000NM0023,190463,SEAGATE,55,Refurbished,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number: St2000nm0023
mfg Website Address: Www.seagate.com
product Line : Constellation Es.3
interface : Sas-6gbits
cache : 128mb
capacity : 2-tb(2000-gb)

Physical:
compatible Drive Bay Width: 3.5
compatible Drive Bay Height: 1/3h

Performance:
maximum External Data Transfer Rate: 600 Mbps
rotational Speed: 7200 Rpm
buffer: 128 Mb

Condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/3TB-7200RPM/SEAGATE/ST3000NM0023_207784.htm,Home/HARD DRIVES/SAS-6GBPS/3TB-7200RPM/ST3000NM0023, Seagate Constellation ST3000NM0023 3TB 7.2K SAS 6Gb/S 3.5&quot; HDD  ,http://www.serversuply.com//images/item/207784.jpg,SEAGATE ST3000NM0023 CONSTELLATION ES.3 3TB 7200 RPM SAS-6GBITS 128MB BUFFER 3.5 INCH INTERNAL HARD DISK DRIVE. DELL OEM. ,IN STOCK,ST3000NM0023,207784,SEAGATE,55,Refurbished,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number: St3000nm0023
mfg Website Address: Www.seagate.com
product Line : Constellation Es.3
interface : Sas-6gbits
cache : 128mb
capacity : 3-tb(3000-gb)

Physical:
compatible Drive Bay Width: 3.5
compatible Drive Bay Height: 1/3h
height: 1.02
width: 4.01
depth: 5.87

Performance:
maximum External Data Transfer Rate: 600 Mbps
rotational Speed: 7200 Rpm
buffer: 128 Mb

Condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/1TB-7200RPM/SEAGATE/ST1000NM0033_260201.htm,Home/HARD DRIVES/SATA-6GBPS/1TB-7200RPM/ST1000NM0033, Seagate Constellation ST1000NM0033 1TB 7.2K SATA 6Gb/s 3.5&quot; HDD,http://www.serversuply.com//images/item/260201.jpg,SEAGATE ST1000NM0033 CONSTELLATION ES.3 1TB 7200 RPM SATA-6GBPS 128 MB BUFFER 3.5 INCH INTERNAL HARD DISK DRIVE. DELL OEM. ,IN STOCK,ST1000NM0033,260201,SEAGATE,55,Refurbished,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number: St1000nm0033
mfg Website Address: Www.seagate.com
product Line : Constellation Es.3
interface : Sata-6gbps
cache : 128mb
capacity : 1-tb(1000-gb)

Physical:
compatible Drive Bay Width: 3.5
compatible Drive Bay Height: 1/3h
height: 1.02
width: 4.01
depth: 5.87

Performance:
maximum External Data Transfer Rate: 600 Mbps
rotational Speed: 7200 Rpm
buffer: 128 Mb

Condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/2TB-7200RPM/TOSHIBA/HDEPC02DLA51_313906.htm,Home/HARD DRIVES/SAS-6GBPS/2TB-7200RPM/HDEPC02DLA51, Toshiba HDEPC02DLA51 2TB 7.2K 64Mb Sas 6Gbps 3.5inch Nl Hdd,http://www.serversuply.com//images/item/313906.jpg,TOSHIBA HDEPC02DLA51 2TB 7200RPM 64MB BUFFER 3.5INCH NL SAS-6GBPS HARD DISK DRIVE. DELL OEM ,IN STOCK,HDEPC02DLA51,313906,TOSHIBA,55,Refurbished,Sever Supply,"Detail overview
General Information :
Manufacturer : Toshiba
Mfg Part Number : Hdepc02dla51

Specification :
Capacity : 2tb
Rotational Speed : 7200 Rpm
Form Factor : 3.5inch
Interface : Sas 6gbps
Average Latency : 4.17ms
Average Seek Time(read) : 8.5ms
Average Seek Time(write): 9.5ms
Sustained Transfer Rate (max): 155 Mb/s
Buffer Size : 64mb Fifo Ring Buffer
Environmental Compliance : Rohs Compatible

Power Requirements :
Voltage : 5v , 12v
Read/write Power : 11.3 Watts
Low Power Idle : 6.0 Watts

Dimension :
(w) X (d) X (h) : 101.6 Mm X 147 Mm X 26.1 Mm
Weight: 800g (max.)

Condition : Dell Oem Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/4TB-7200RPM/WESTERN DIGITAL/WD4000FYYZ_214478.htm,Home/HARD DRIVES/SATA-6GBPS/4TB-7200RPM/WD4000FYYZ," WD RE WD4000FYYZ 4 TB 7,200 rpm SATA 6Gb/s 64MB 3.5&quot; ref HDD",http://www.serversuply.com//images/item/214478.jpg,WESTERN DIGITAL WD4000FYYZ RE 4TB 7200RPM SATA-6GBPS 64MB BUFFER 3.5INCH INTERNAL HARD DISK DRIVE. ,IN STOCK,WD4000FYYZ,214478,WESTERN DIGITAL,58,Refurbished,Sever Supply,"Detail overview
General Information:
Manufacturer: Western Digital Corporation
Manufacturer Website Address: Www.wdc.com

Manufacturer Part Number: Wd4000fyyz
Product Line: Re
Product Name: Wd Re 4tb(4000gb) Hard Drive

Key Features :
Capacity : 4tb(4000gb)
Interface : Sata-6gbps(sata/600)
Drive Dimensions : 3.5 Inch
Spindle Speed : 7200 Rpm
Buffer : 64 Mb

Condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/SEAGATE/ST3600002SS_118028.htm,Home/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/ST3600002SS, Seagate Cheetah NS.2 ST3600002SS 600GB 10000RPM SAS 6Gb/s 3.5&quot; HDD,http://www.serversuply.com//images/item/118028.jpg,SEAGATE CHEETAH ST3600002SS 600GB 10000RPM SAS-6GBPS 3.5INCH FORM FACTOR 16MB BUFFER INTERNAL HARD DISK DRIVE. DELL OEM ,IN STOCK,ST3600002SS,118028,SEAGATE,60,New,Sever Supply,"Detail overview
Technical Information
Storage Capacity: 600gb
Rotational Speed: 10000 Rpm
Buffer : 16mbytes

Dimension And Weight
Depth: 14.7cm
Height: 2cm
Weight: 0.69kg
Width: 10.2cm

Storage Hard Drive
Average Seek Time: 3.8ms
Buffer Size: 16mb
Data Transfer Rate: 600mbps
Form Factor: 3.5inch X 1/3h
Hard Drive Type: Internal
Interface Type: Serial Attached Scsi 2
Spindle Speed: 10000rpm

Condition : Dell Oem Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/450GB-15000RPM/SEAGATE/9FM066-150_204308.htm,Home/HARD DRIVES/SAS-6GBPS/450GB-15000RPM/9FM066-150, Seagate 9FM066-150 450GB 15k RPM SAS 6.0Gbps 3.5&quot; HDD,http://www.serversuply.com//images/item/204308.jpg,SEAGATE 9FM066-150 450GB 15000RPM SAS-6GBPS 16MB BUFFER 3.5INCH HARD DISK DRIVE. DELL OEM. ,IN STOCK,9FM066-150,204308,SEAGATE,60,Refurbished,Sever Supply,"Detail overview
General Information:
Manufacturer : Seagate
Manufacturer Model Number : St3450857ss
Manufacturer Part Number : 9fm066-150
Device Type : Hard Drive

Technical Information:
Capacity : 450 Gb
Spindle Speed : 15000 Rpm
Form Factor : 3.5 Inch
Enclosure : Internal
Interface Type: Serial Attached Scsi 2 (sas)
Data Transfer Rate: 6gbps
Compatible Bays: 1 X Internal - 3.5 Inch


Condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/SEAGATE/ST4000NM0023_277971.htm,Home/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/ST4000NM0023, Seagate Constellation ES ST4000NM0023 4TB 7.2K SAS 6Gb/s 3.5&quot; Ref HDD,http://www.serversuply.com//images/item/277971.jpg,SEAGATE ST4000NM0023 CONSTELLATION ES.3 4TB 7200 RPM SAS-6GBITS 128 MB BUFFER 3.5 INCH INTERNAL HARD DISK DRIVE.  ,IN STOCK,ST4000NM0023,277971,SEAGATE,60,Refurbished,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number: St4000nm0023
mfg Website Address: Www.seagate.com
product Line : Constellation Es.3
interface : Sas-6gbits
cache : 128mb
capacity : 4-tb(4000-gb)

Physical:
compatible Drive Bay Width: 3.5
compatible Drive Bay Height: 1/3h
height: 1.02
width: 4.01
depth: 5.87

Performance:
maximum External Data Transfer Rate: 600 Mbps
rotational Speed: 7200 Rpm
buffer: 128 Mb

Condition : Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/2TB-7200RPM/DELL/A5996298_185750.htm,Home/HARD DRIVES/SAS-6GBPS/2TB-7200RPM/A5996298, Dell A5996298 2TB 7.2k sas 6Gbps 64mb buffer 3.5&quot; internal hdd,http://www.serversuply.com//images/item/185750.jpg,DELL A5996298 2TB 7200RPM 64MB BUFFER SAS 6GBPS 3.5INCH LOW PROFILE HARD DISK DRIVE . ,IN STOCK,A5996298,185750,DELL,60,Refurbished,Sever Supply,"Detail overview
Dell A5996298 2tb 7200rpm 64mb Buffer Sas 6gbits 3.5inch Hard Disk Drive.

Main Features :
manufacturer: Dell
part Number: A5996298
type : Hard Drive - Internal
form Factor : 3.5 Inch
capacity : 2 Tb
interface : Serial Attached Scsi 2
buffer : 64mb

Physical
height : 26.10mm
width : 101.85mm
length : 147.00mm
weight : 655g

Performance

drive Transfer Rate : 600 Mbps (external)
internal Data Rate : 155 Mbps
seek Time : 8.5 Ms (average)
average Latency : 4.16 Ms
spindle Speed : 7200 Rpmms

Expansion & Connectivity

interfaces : 2 X Serial Attached Scsi 2
compatible Bays : 1 X Internal - 3.5 X 1/3h

condition : Refurbished.
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/SEAGATE/ST4000NM0023_189906.htm,Home/HARD DRIVES/SAS-6GBPS/4TB-7200RPM/ST4000NM0023, Seagate Constellation ES ST4000NM0023 4TB 7.2K SAS 6Gb/s 3.5&quot; HDD,http://www.serversuply.com//images/item/189906.jpg,SEAGATE ST4000NM0023 CONSTELLATION ES.3 4TB 7200 RPM SAS-6GBITS 128 MB BUFFER 3.5 INCH INTERNAL HARD DISK DRIVE. DELL OEM.  ,IN STOCK,ST4000NM0023,189906,SEAGATE,62,Refurbished,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number: St4000nm0023
mfg Website Address: Www.seagate.com
product Line : Constellation Es.3
interface : Sas-6gbits
cache : 128mb
capacity : 4-tb(4000-gb)

Physical:
compatible Drive Bay Width: 3.5
compatible Drive Bay Height: 1/3h
height: 1.02
width: 4.01
depth: 5.87

Performance:
maximum External Data Transfer Rate: 600 Mbps
rotational Speed: 7200 Rpm
buffer: 128 Mb

Condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/600GB-15000RPM/SEAGATE/ST3600057SS_201735.htm,Home/HARD DRIVES/SAS-6GBPS/600GB-15000RPM/ST3600057SS, Seagate ST3600057SS Cheetah 15K.7 600GB 15000RPM SAS 6Gb/s 3.5,http://www.serversuply.com//images/item/201735.jpg,SEAGATE CHEETAH ST3600057SS 600GB 15000RPM SERIAL ATTACHED SCSI (SAS) 6GBPS 3.5INCH FORM FACTOR 16MB BUFFER INTERNAL HARD DISK DRIVE.  ,IN STOCK,ST3600057SS,201735,SEAGATE,64,Refurbished,Sever Supply,"Detail overview
Specifications:
Manufacturer : Seagate
Model Number : St3600057ss
Mfg Website Address : Www.seagate.com
Product Line : Cheetah
Interface : 6-gbps Sas
Cache : 16mb
Capacity : 600 Gb
Areal Density (avg) : 225 Gbits/inch2
Physical
Height 26.10 Mm
Width 101.85 Mm
Length 146.99 Mm
Weight 800 Grams

Performance
Spindle Speed 15000 Rpm
Average Latency 2.0 Msec
Random Read Seek Time 3.4 Msec
Random Write Seek Time 3.9 Msec

Availability : In Stock.
Condition : Refurbished.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/300GB-15000RPM/SEAGATE/ST3300657SS_120836.htm,Home/HARD DRIVES/SAS-6GBPS/300GB-15000RPM/ST3300657SS, Seagate Cheetah 15K.7 ST3300657SS 300GB 15000RPM SAS 6Gb/s 3.5&quot; HDD,http://www.serversuply.com//images/item/120836.jpg,SEAGATE ST3300657SS CHEETAH 300GB 15000RPM SAS-6GBITS 3.5INCH 1.0INCH 16MB BUFFER INTERNAL HARD DISK DRIVE. DELL OEM ,IN STOCK,ST3300657SS,120836,SEAGATE,65,New,Sever Supply,"Detail overview
Seagate Cheetah St3300657ss 300gb 15000rpm Sas-6gbits 3.5inch 1.0inch 16mb Buffer Internal Hard Disk Drive.

Key Features :
Interface : Sas-6bits
Enclosure : Internal
Spindle Speed : 15000 Rpm

Technical Features :
Data Transfer Rate : 600 Mbps
Average Seek Time : 3.4 Ms
Interface (detailed) : Serial Attached Scsi-2 (sas-2)

Dimensions :
Height : 2 Cm.
Width : 10.2 Cm.
Depth : 14.7 Cm.
Weight : 0.67 Kg.

Condition : Dell Oem Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/1TB-7200RPM/SEAGATE/ST1000NM0011_195913.htm,Home/HARD DRIVES/SATA-6GBPS/1TB-7200RPM/ST1000NM0011, Seagate Constellation ES ST1000NM0011 1TB 7.2K SATA 6Gb/S 3.5&quot; HDD ,http://www.serversuply.com//images/item/195913.jpg,SEAGATE ST1000NM0011 CONSTELLATION ES 1TB 7200RPM SATA-6GBPS  64MB BUFFER 3.5INCH INTERNAL HARD DISK DRIVE. DELL OEM. ,IN STOCK,ST1000NM0011,195913,SEAGATE,65,New,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number: St1000nm0011
mfg Website Address: Www.seagate.com
product Line : Constellation Es
interface : Sata-6gbps
cache : 64mb
capacity : 1tb
areal Density : 324gb/in2

Physical
height : 26.10mm
width : 101.85mm
length : 147.00mm
weight : 610g

Performance
spin Speed (rpm) : 7200 Rpm
sustained Data Transfer Rate : 147mb/s
average Latency : 4.16ms
random Read Seek Time : 8.5ms
random Write Seek Time : 9.5ms
i/o Data Transfer Rate : 600mb/s

Reliability
mtbf : 1,200,000 Hours

Condition : Dell Oem (refurbished).
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SATA-6GBPS/1TB-7200RPM/SEAGATE/ST1000DM003_165281.htm,Home/HARD DRIVES/SATA-6GBPS/1TB-7200RPM/ST1000DM003, Seagate Barracuda ST1000DM003 1TB 7.2K SATA 6Gb/S 3.5&quot; New HDD,http://www.serversuply.com//images/item/165281.jpg,SEAGATE ST1000DM003 BARRACUDA 1TB 7200RPM SATA-6GBPS 64MB BUFFER 3.5INCH FORM FACTOR INTERNAL HARD DISK DRIVE. ,IN STOCK,ST1000DM003,165281,SEAGATE,65,New,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number : St1000dm003
mfg Website Address : Www.seagate.com
product Line : Barracuda
interface : Sata-6gbps
cache : 64mb
capacity : 1tb

Performance
spin Speed (rpm): 7200 Rpm
average Latency : 4.16ms
random Read Seek Time : <8.5ms
random Write Seek Time : <9.5ms

Condition : New.
Availability : In Stock.
Mfg Warranty : None.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/SEAGATE/ST600MM0006_191912.htm,Home/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/ST600MM0006, Seagate Savvio ST600MM0006 600GB 10K RPM SAS 6Gbps 2.5&quot; Oem HDD,http://www.serversuply.com//images/item/191912.jpg,SEAGATE ST600MM0006 SAVVIO 600GB 10000RPM SAS 6GBITS 2.5INCH FORM FACTOR 64MB BUFFER HARD DISK DRIVE. DELL OEM. ,IN STOCK,ST600MM0006,191912,SEAGATE,55,Refurbished,Sever Supply,"Detail overview
Specifications
model Number: st600mm0006
interface: sas 6gbits
cache: 64mb
capacity: 600gb

Performance:
spin Speed (rpm): 10000 Rpm
average Latency: 3.0ms
sustained Data Transfer Rate: 124mb/s
random Read Seek Time: 4.0ms
random Write Seek Time: 4.4ms

Physical:
height: 15.00mm (0.591 In)
width: 70.40mm (2.760 In)
length: 100.45mm (3.955 In)
weight: (typical) 221g (0.48 Lb)

Condition : Refurbished (dell Oem).
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/SEAGATE/ST600MM0238_289830.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/ST600MM0238, Seagate ST600MM0238 600GB 10K RPM SAS 12.0Gb/S 2.5&quot; Internal HDD ,http://www.serversuply.com//images/item/289830.jpg,SEAGATE ST600MM0238 600GB 10000RPM SAS-12GBPS 2.5INCH INTERNAL HARD DISK DRIVE. DELL OEM. ,IN STOCK,ST600MM0238,289830,SEAGATE,50,Refurbished,Sever Supply,"Detail overview
Specifications:
manufacturer : Seagate
manufacturer Part Number: St600mm0238
mfg Website Address: Www.seagate.com
interface : Sas-12gbps
capacity : 600 Gb
rotational Speed: 10000 Rpm
compatible Drive Bay Width: 2.5 Inch


Condition : Refurbished (dell Oem).
availability : Call.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/SEAGATE/ST3600002SS_121640.htm,Home/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/ST3600002SS, Seagate Cheetah NS.2 ST3600002SS 600GB 10000RPM SAS 6Gb/s 3.5&quot; HDD,http://www.serversuply.com//images/item/121640.jpg,SEAGATE CHEETAH ST3600002SS 600GB 10000RPM SAS-6GBPS 3.5INCH FORM FACTOR 16MB BUFFER INTERNAL HARD DISK DRIVE. ,IN STOCK,ST3600002SS,121640,SEAGATE,55,Refurbished,Sever Supply,"Detail overview
General Information
Manufacturer : Seagate Technology
Manufacturer Part Number : St3600002ss
Manufacturer Website Address : Www.seagate.com
Product Line : Cheetah
Product Name : Cheetah 10k.6 Hard Drive
Model Name : Cheetah 10k.6 600gb


Technical Information
Storage Capacity: 600gb
Rotational Speed: 10000 Rpm
Buffer : 16mbytes

Dimension And Weight
Depth: 14.7cm
Height: 2cm
Weight: 0.69kg
Width: 10.2cm

Storage Hard Drive
Average Seek Time: 3.8ms
Buffer Size: 16mb
Data Transfer Rate: 600mbps
Form Factor: 3.5inch X 1/3h
Hard Drive Type: Internal
Interface Type: Serial Attached Scsi 2
Spindle Speed: 10000rpm

Condition : Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/SEAGATE/ST600MM0088_337565.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/ST600MM0088, Seagate ST600MM0088 600gb SAS 12Gb/s 10K 2.5&quot; OEM HDD,http://www.serversuply.com//images/item/337565.jpg,SEAGATE ST600MM0088 ENTERPRISE PERFORMANCE 10K.8 600GB SAS-12GBPS 128MB BUFFER 2.5INCH INTERNAL HARD DISK DRIVE. NEW DELL OEM. ,IN STOCK,ST600MM0088,337565,SEAGATE,105,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : St600mm0088
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 10k Hdd

Technical Information :
Storage Capacity: 600 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbps
Number Of Heads : 8
Number Of Disks : 4
Nand Flash Type : Emlc
Nand Flash Size : 32 Gb
I/o Acceleration And Response Time Optimization : Enabled
Intelligent Nand Endurance Management : Yes
Afr : 0.44%

Performance :
Rotational Speed : 10000 Rpm
External Transfer Rate : 1200 Mbps
Average Latency : 2.9 Ms
Sustained Transfer Rate Outer To Inner Diameter : 241 To 117 Mbps
Cache : 128 Mb

Physical
Dimensions (h X W X D) : 15.00 X 70.10 X 100.45 Mm
Weight : 199 G



condition : New Dell Oem.
availability : In Stock.
mfg Warranty : None.
server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/SEAGATE/1FD200-151_337566.htm,Home/HARD DRIVES/SAS-12GBPS/600GB-10000RPM/1FD200-151, Seagate 1FD200-151 600gb SAS 12Gb/s 10K 2.5&quot; OEM HDD,http://www.serversuply.com//images/item/337566.jpg,SEAGATE 1FD200-151 ENTERPRISE PERFORMANCE 10K.8 600GB SAS-12GBPS 128MB BUFFER 2.5INCH INTERNAL HARD DISK DRIVE. NEW DELL OEM. ,IN STOCK,1FD200-151,337566,SEAGATE,105,New,Sever Supply,"Detail overview
General Information :
Manufacturer : Seagate Technology
Manufacturer Part : 1fd200-151
Manufacturer Website Address : Www.seagate.com
Product Line : Enterprise Performance 10k Hdd

Technical Information :
Storage Capacity: 600 Gb
Form Factor : 2.5 Inch
Interface : Sas-12gbps
Number Of Heads : 8
Number Of Disks : 4
Nand Flash Type : Emlc
Nand Flash Size : 32 Gb
I/o Acceleration And Response Time Optimization : Enabled
Intelligent Nand Endurance Management : Yes
Afr : 0.44%

Performance :
Rotational Speed : 10000 Rpm
External Transfer Rate : 1200 Mbps
Average Latency : 2.9 Ms
Sustained Transfer Rate Outer To Inner Diameter : 241 To 117 Mbps
Cache : 128 Mb

Physical
Dimensions (h X W X D) : 15.00 X 70.10 X 100.45 Mm
Weight : 199 G



condition : New Dell Oem.
availability : In Stock.
mfg Warranty : None.
server Supply Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/DELL/A6329626_200142.htm,Home/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/A6329626, Dell A6329626 600Gb 10k sas 6Gbps 2.5&quot; internal hdd,http://www.serversuply.com//images/item/200142.jpg,DELL A6329626 600GB 10000RPM SAS-6GBPS 2.5INCH HARD DRIVE FOR DELL SYSTEM. ,IN STOCK,A6329626,200142,DELL,100,New,Sever Supply,"Detail overview
Dell - 600gb 10000rpm Sas-6gbits 2.5inch Hard Drive (a6329626)for Dell System.

General Information :

dell Part Number : A6329626


General :
Device Type : Hard Drive - Internal
Form Factor :2.5 Sff
Capacity :600 Gb
Interface Type:serial Attached Scsi 2
Features :rotary Acceleration Feed Forward (raff), Notouch Ramp Load Technology
Width : 2.7 In
Depth : 3.9in
Height :0.6in
Weight :8.1 Oz

Performance :
Drive Transfer Rate : 600 Mbps (external)
Internal Data Rate : 204 Mbps
Seek Time : 3.6 Ms (average)
Spindle Speed :10000 Rpm

Reliability

Mtbf : 2,000,000 Hour(s)

Expansion / Connectivity :

Interfaces : 1 X Serial Attached Scsi 2
Compatible Bays : 1 X Internal - 2.5

Condition : Brand New .
availability : In Stock.
our Warranty : 30 Days."
https://www.serversupply.com/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/SEAGATE/ST3600002SS_118028.htm,Home/HARD DRIVES/SAS-6GBPS/600GB-10000RPM/ST3600002SS, Seagate Cheetah NS.2 ST3600002SS 600GB 10000RPM SAS 6Gb/s 3.5&quot; HDD,http://www.serversuply.com//images/item/118028.jpg,SEAGATE CHEETAH ST3600002SS 600GB 10000RPM SAS-6GBPS 3.5INCH FORM FACTOR 16MB BUFFER INTERNAL HARD DISK DRIVE. DELL OEM ,IN STOCK,ST3600002SS,118028,SEAGATE,60,New,Sever Supply,"Detail overview
Technical Information
Storage Capacity: 600gb
Rotational Speed: 10000 Rpm
Buffer : 16mbytes

Dimension And Weight
Depth: 14.7cm
Height: 2cm
Weight: 0.69kg
Width: 10.2cm

Storage Hard Drive
Average Seek Time: 3.8ms
Buffer Size: 16mb
Data Transfer Rate: 600mbps
Form Factor: 3.5inch X 1/3h
Hard Drive Type: Internal
Interface Type: Serial Attached Scsi 2
Spindle Speed: 10000rpm

Condition : Dell Oem Refurbished.
Availability : In Stock.
Our Warranty : 30 Days."
